ZOYWONGUS	4.042	5.512	NA	NA	NA	NA	5.766	7.929	9.113	9.961	12.116	198.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36
TIMEBUG	3.696	4.54	4.94	5.314	192.007	NA	7.064	10.208	12.296	NA	NA	NA	828.375	45.927	29.111	34.268	NA	NA	NA	57.624	NA	NA	NA	118.384	NA	327.376	216.209	NA	344.146	413.84	34
YTCUBER	2.735	3.735	4.133	4.571	NA	NA	8.897	11.959	14.934	NA	NA	NA	NA	26.802	26.2	31.863	33.959	NA	NA	113.45	NA	NA	228.961	102.862	NA	NA	308.608	NA	NA	818.102	33
REKNER	2.823	3.337	NA	NA	NA	NA	6.567	10.825	11.926	15.354	16.177	NA	NA	17.007	25.239	35.096	NA	NA	NA	79.069	NA	NA	199.954	167.21	NA	NA	NA	NA	515.046	669.681	31
SHABON	4.068	5.101	6.098	NA	NA	NA	6.279	13.272	15.442	16.932	NA	NA	NA	19.505	30.313	NA	NA	NA	NA	89.442	NA	NA	NA	97.427	NA	238.766	144.327	NA	227.326	337.665	29
JJJDRAGON31	2.571	3.743	NA	NA	NA	NA	7.599	11.903	13.538	15.315	16.123	NA	NA	NA	23.589	30.388	32.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28
JAY	5.419	5.89	4.319	4.653	NA	NA	6.949	11.559	12.85	24.643	14.701	NA	762.254	12.222	51.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	648.242	27
JO1215	4.723	5.783	NA	NA	NA	NA	7.152	9.333	10.94	11.889	12.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	323.078	27
ANDYPOLITICIAN8575	3.095	4.233	NA	NA	NA	NA	6.655	12.49	13.322	15.608	15.854	NA	NA	NA	34.519	NA	NA	NA	NA	66.159	NA	NA	NA	117.898	NA	NA	252.51	NA	NA	317.831	26
VCUBER13	NA	NA	NA	NA	NA	NA	11.404	NA	NA	NA	NA	NA	NA	NA	26.275	NA	NA	NA	NA	44.042	NA	NA	NA	76.542	NA	175.61	NA	NA	NA	309.275	24
RYAN	3.108	3.899	4.642	4.929	NA	NA	8.628	12.788	14.448	15.834	16.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	183	NA	NA	NA	NA	NA	695.941	24
LARSVDB97	2.597	3.486	4.969	NA	45.638	210.97	11.97	17.041	NA	NA	NA	NA	NA	NA	48.638	NA	NA	NA	84.912	NA	NA	NA	NA	170.908	NA	NA	NA	NA	NA	NA	23
HOGWASH	NA	NA	NA	NA	NA	245.874	8.877	11.516	11.912	NA	NA	143.862	665.69	16.385	26.754	NA	NA	NA	NA	121.342	NA	NA	NA	NA	NA	NA	NA	NA	357.513	NA	23
WHATACOOLKID	4.149	5.046	NA	NA	NA	NA	6.048	11.908	13.566	15.518	17.436	NA	NA	NA	31.36	37.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	203.56	255.654	NA	NA	23
PARADOXWATERMELON	3.501	4.546	NA	NA	NA	NA	7.453	10.771	12.188	13.233	13.84	NA	NA	23.899	42.777	45.777	NA	NA	NA	80.687	NA	NA	NA	178.815	NA	NA	202.06	NA	1025.471	NA	22
FRED	3.416	5.728	NA	NA	NA	NA	5.873	9.96	12.188	16.011	NA	NA	NA	15.146	27.389	32.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21
DREAMER	3.562	5.63	NA	NA	NA	NA	8.331	11.611	12.701	14.501	NA	NA	NA	33.97	28.224	NA	NA	NA	NA	74.127	NA	NA	172.794	146.017	NA	NA	142.394	NA	353.394	457.018	21
JACOB96	4.106	4.925	NA	NA	61.792	NA	6.954	12.851	NA	NA	NA	160.104	NA	20.428	28.884	NA	NA	NA	NA	93.141	NA	NA	NA	155.254	NA	NA	257.637	NA	NA	565.2	20
DARKANTURIAN	3.65	4.804	6.139	6.495	80.999	NA	10.238	14.196	15.253	17.019	NA	NA	NA	85.238	31.524	38.177	42.213	NA	NA	78.877	108.287	NA	NA	153.554	NA	NA	212.679	NA	NA	829.25	20
105IQENGINEER	NA	NA	NA	NA	NA	NA	3.972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
QUENTIN	4.091	4.407	NA	NA	NA	NA	10.414	12.139	14.261	NA	NA	NA	NA	19.948	34.451	NA	NA	NA	NA	82.214	107.241	NA	NA	145.108	NA	NA	251.707	NA	554.143	401.882	18
SHANE724	3.586	3.878	4.761	4.946	NA	NA	10	14.572	16.855	19.005	19.454	NA	NA	NA	33.855	40.116	43.101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	801.276	18
KEVINCOULTER	4.693	6.518	NA	NA	NA	NA	8.903	15.381	15.101	18.222	18.827	NA	NA	24.35	33.615	43.036	45.428	NA	55.887	85.135	NA	NA	NA	165.638	NA	NA	NA	NA	NA	NA	18
VAPORBOYTSV	3.128	3.756	4.781	NA	NA	NA	8.555	12.972	14.891	NA	NA	NA	NA	35.349	29.73	NA	NA	NA	75.722	87.278	NA	NA	NA	136.279	NA	NA	NA	NA	NA	NA	18
MRSLITHER	4.585	6.095	NA	NA	NA	NA	9.483	16.154	17.628	NA	NA	648.524	NA	NA	28.972	35.621	39.808	NA	65.444	66.311	NA	NA	149.27	168.378	NA	NA	257.235	NA	NA	NA	18
TEHSEVEN	5.17	6.025	7.835	NA	NA	NA	6.84	11.06	12.312	14.886	NA	NA	NA	NA	32.494	34.929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
POOP	4.921	5.434	6.438	NA	NA	NA	9.318	12.985	14.66	16.27	16.598	NA	NA	28.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
BRENDAN	5.003	6.364	NA	NA	NA	NA	11.262	13.746	15.857	18.2	NA	NA	NA	NA	48.951	NA	NA	NA	NA	80.238	89.841	NA	NA	142.728	NA	NA	192.842	NA	339.621	386.143	16
NAGOLTOOTH	3.023	3.855	NA	NA	NA	NA	8.403	12.801	14.441	15.714	NA	NA	NA	NA	34.011	51.609	NA	NA	NA	118.087	NA	NA	NA	237.086	NA	NA	NA	NA	NA	NA	16
BRIAN724080	2.86	3.776	NA	NA	NA	NA	6.061	9.771	12.034	13.723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
AZERLCE	NA	NA	NA	NA	NA	NA	6.183	9.07	11.132	12.469	12.709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
ALYUKOVNET	NA	NA	NA	NA	NA	NA	9.621	16.389	NA	NA	NA	NA	NA	50.512	28.37	NA	NA	NA	53.543	59.224	NA	NA	NA	111.74	NA	NA	NA	NA	276.934	NA	15
YASS0012	3.149	4.101	5.54	5.81	NA	NA	8.742	13.199	14.514	16.643	16.931	NA	NA	NA	45.689	66.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
TELIAN	NA	NA	NA	NA	NA	NA	5.663	10.061	10.778	13.104	NA	NA	NA	19.59	41.294	NA	NA	NA	78.865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
MBMASHER	NA	NA	NA	NA	NA	NA	7.215	9.686	10.347	13.968	NA	NA	NA	NA	23.446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
NASHSAUTER1	4.983	7.407	NA	NA	NA	NA	11.879	14.607	16.186	18.06	NA	302.503	NA	50.639	32.152	NA	NA	NA	70.888	92.121	NA	NA	174.777	272.312	NA	NA	312.783	NA	NA	410.774	14
ZMANGAMES	6.436	NA	NA	NA	NA	NA	6.092	16.613	13.715	16.569	19.406	NA	NA	NA	36.081	NA	NA	NA	NA	95.334	NA	NA	NA	NA	NA	NA	NA	NA	NA	506.11	14
WHOMSTDVENT	2.818	3.683	4.579	4.795	NA	NA	12.987	16.992	20.05	NA	NA	NA	NA	24.754	42.502	49.632	NA	NA	NA	131.551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
NUMBER25	3.529	3.867	NA	NA	NA	NA	7.975	10.993	11.575	12.463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
TX789	4.049	4.76	6.431	NA	NA	NA	10.339	16.38	18.199	19.367	NA	NA	NA	27.199	41.368	NA	NA	NA	NA	88.241	NA	NA	NA	160.076	NA	334.163	NA	NA	NA	568.246	13
COENROX36	2.817	3.685	4.697	4.861	NA	NA	9.912	17.272	19.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
TRUECUBER	NA	NA	NA	NA	NA	NA	9.352	12.775	14.507	16.374	17.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
MOVINGBOX	NA	NA	NA	NA	NA	NA	9.63	14.878	15.815	17.883	18.951	210.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	429.245	13
CHRONONDECAY	3.547	4.03	NA	NA	54.741	NA	11.347	13.977	16.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.449	82.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
XSRVMY	3.355	NA	NA	NA	NA	NA	7.923	9.88	12.727	NA	NA	NA	NA	NA	24.391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205.379	NA	NA	NA	12
GYRONINJA	7.151	NA	NA	NA	NA	NA	8.635	14.608	15.126	17.162	17.552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	292.242	NA	449.739	NA	11
G2013	5.355	5.63	8.131	NA	89.382	NA	11.498	17.793	19.056	20.366	NA	322.376	NA	22.633	45.249	48.801	51.747	NA	70.406	87.577	NA	NA	NA	268.855	NA	NA	NA	NA	NA	NA	11
REDSTONETIM	4.487	5.765	NA	NA	NA	NA	11.543	14.504	16.268	NA	NA	NA	NA	24.308	37.583	45.722	NA	NA	NA	81.503	115.023	NA	NA	166.392	NA	NA	822.307	NA	403.701	NA	11
ALEX	2.7	3.821	4.844	5.481	NA	NA	15.228	19.929	23.533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1005.619	11
YEELONG	NA	NA	NA	NA	NA	NA	12.086	14.671	16.713	NA	NA	NA	NA	NA	36.057	41.488	43.353	NA	NA	76.385	86.484	NA	NA	NA	NA	NA	NA	NA	NA	412.706	10
POIPLEXED	3.95	5.399	NA	NA	NA	NA	9.219	14.915	16.821	18.252	20.063	NA	NA	NA	NA	NA	NA	NA	NA	187.752	NA	NA	NA	NA	NA	NA	NA	NA	NA	556.063	10
XYZZY	NA	NA	NA	NA	NA	NA	9.256	13.799	15.284	16.657	17.109	NA	1052.853	29.934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
BILLZO	3.917	4.735	5.757	6.463	NA	NA	15.246	19.845	21.293	NA	NA	NA	NA	NA	40.461	48.02	52.734	NA	NA	114.949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
LILLOD	10.364	NA	NA	NA	NA	NA	10.76	14.993	16.554	17.807	18.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
MAXIMTEP	3.529	4.4	6.482	NA	NA	NA	11.379	16.938	18.916	20.465	21.425	NA	NA	29.666	50.433	57.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1265.227	9
DIUDIUHAMBURGER	NA	NA	NA	NA	NA	NA	7.361	11.204	12.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
MRCAMOGA	3.638	4.52	5.74	6.054	NA	NA	9.255	15.927	17.59	20.964	NA	NA	NA	49.366	62.041	NA	NA	NA	NA	114.988	NA	NA	NA	NA	NA	NA	NA	NA	855.965	NA	8
ANGRYMOB	5.48	6.239	7.283	7.913	NA	NA	13.282	16.831	19.109	22.053	22.705	NA	NA	NA	40.603	NA	NA	NA	NA	NA	NA	NA	NA	242.18	NA	NA	NA	NA	NA	NA	8
CUBERSLAND	3.512	4.649	5.442	5.68	NA	NA	13.163	15.58	17.837	19.785	20.597	NA	NA	NA	147.158	NA	NA	NA	NA	146.896	NA	NA	NA	413.043	NA	NA	368.924	NA	NA	NA	8
THATDUDE	10.881	NA	NA	NA	NA	NA	10.115	14.662	16.706	18.49	26.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
JUSTCUBERING	9.903	13.524	NA	NA	NA	NA	16.099	15.015	16.066	19.048	NA	NA	NA	23.198	41.672	46.05	NA	NA	82.683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1557.689	7
PERZYK	NA	NA	NA	NA	NA	NA	4.411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
SMITH	NA	NA	NA	NA	NA	NA	9.734	12.861	14.665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
IAMBBBYC	4.135	5.243	NA	NA	NA	NA	11.943	18.42	20.589	NA	NA	NA	NA	NA	46.711	59.374	NA	NA	NA	122.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
PEPPERSHREKT	4.228	5.666	6.952	NA	NA	NA	16.381	19.943	22.677	NA	NA	NA	NA	NA	57.943	NA	NA	NA	NA	250.586	NA	NA	NA	NA	NA	NA	566.385	NA	NA	NA	5
PAPASMURF	NA	NA	NA	NA	NA	NA	10.112	16.157	16.965	19.973	20.698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	843.095	5
HAWAIILIFE745	5.238	6.551	NA	NA	NA	NA	11.214	15.924	19.234	22.748	22.972	NA	NA	100.519	135.992	NA	NA	NA	NA	246.584	NA	NA	NA	434.832	NA	888.64	375.772	NA	NA	NA	5
CELERYSOLVES	5.696	NA	NA	NA	NA	NA	9.223	14.15	NA	NA	NA	NA	NA	NA	33.153	NA	NA	NA	NA	95.626	NA	NA	NA	145.605	NA	NA	NA	NA	NA	936.528	5
ARCHEAIC	4.812	7.484	NA	NA	NA	NA	10.007	15.286	25.95	NA	NA	NA	NA	NA	31.708	45.959	NA	NA	NA	102.353	113.658	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
ALKA	3.901	4.346	5.82	NA	NA	NA	13.69	16.627	21.133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
PIO96	NA	NA	NA	NA	NA	NA	10.122	15.561	17.548	19.487	19.692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NICO	NA	NA	NA	NA	NA	NA	11.039	16.348	18.475	NA	NA	NA	NA	NA	43.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	254.956	NA	NA	460.598	5
YOSHINATOR879	NA	NA	NA	NA	NA	NA	11.166	17.599	18.462	23.938	24.695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
RAFARIROU	NA	NA	NA	NA	NA	NA	11.686	13.977	16.397	19.815	20.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
KLEB	6.167	NA	NA	NA	NA	NA	9.905	16.392	19.279	21.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
NIKWILLORSTUFF	5.975	NA	NA	NA	NA	NA	13.918	16.527	18.208	21.034	NA	NA	NA	NA	87.191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	228.956	NA	NA	NA	4
EUDESMARQUES	6.794	7.501	9.166	NA	NA	NA	10.687	18.139	18.881	20.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
BENTHEPERSON1	6.657	8.197	NA	NA	NA	NA	14.463	19.889	22.192	24.156	NA	NA	NA	NA	49.263	53.231	NA	NA	NA	113.487	NA	NA	NA	197.261	NA	NA	539.217	NA	NA	NA	4
SUPER3745	7.007	8.207	NA	NA	NA	NA	11.783	19.782	22.108	23.525	NA	NA	NA	NA	76.675	82.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	711.184	4
CHICKENWEINERZ	5.948	6.744	12.944	NA	NA	NA	14.699	17.282	19.401	NA	NA	NA	NA	37.815	45.056	NA	NA	NA	NA	104.344	NA	NA	NA	140.488	NA	348.408	NA	NA	NA	NA	4
NUTEASHIVAN	NA	NA	NA	NA	NA	NA	10.456	19.795	21.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	293.218	NA	NA	NA	4
DANCH	NA	NA	NA	NA	NA	NA	13.237	17.062	18.836	21.468	22.554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
KILLKID	NA	NA	NA	NA	NA	NA	19.112	21.652	49.501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	187.623	320.395	NA	NA	4
RKOLB	3.97	5.661	7.58	NA	NA	NA	17.729	NA	NA	NA	NA	NA	NA	NA	89.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
PIXALER	8.823	NA	NA	NA	NA	NA	13.255	16.551	18.226	25.344	NA	NA	1867.579	NA	50.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
SLIDYBOI	5.489	8.201	NA	NA	NA	NA	11.575	19.063	21.576	33.583	NA	NA	NA	NA	60.551	69.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
PEKITOLUIZ	8.905	10.54	NA	NA	NA	NA	11.09	19.687	21.14	NA	NA	NA	NA	NA	50.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
BIGDAWG222	4.378	5.499	6.243	6.578	NA	NA	13.717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	199.733	NA	NA	NA	NA	NA	NA	3
ORTHUSS	NA	NA	NA	NA	114.057	NA	17.265	21.045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	188.426	NA	NA	NA	NA	NA	406.484	3
SULFUR	NA	NA	NA	NA	NA	NA	9.914	17.288	19.109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
FRAGILE	NA	NA	NA	NA	NA	NA	15.723	18.823	19.847	NA	NA	NA	NA	NA	37.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
SHADOWSLICE	NA	NA	NA	NA	NA	NA	15.432	23.127	24.355	26.602	28.143	NA	NA	NA	86.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LOLISMACKER	NA	NA	NA	NA	NA	NA	12.935	18.547	19.946	44.674	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.666	NA	NA	NA	200.147	NA	NA	NA	NA	NA	NA	2
GAVIN	5.472	8.977	NA	NA	NA	NA	14.8	19.575	20.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	999.861	2
BOOMERANGBRO12	7.465	8.144	NA	NA	NA	NA	12.892	17.218	18.983	NA	NA	NA	NA	38.412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
WOLNEJAPKO	5.35	6.181	7.573	NA	NA	NA	31.041	40.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
CONDUCTOR77747	14.517	20.386	23.9	29.835	NA	NA	18.29	23.363	24.32	26.254	27.03	NA	NA	NA	192.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TRYHRDSNPHRD	NA	NA	NA	NA	NA	NA	17.101	19.874	24.628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	608.503	2
TEFARURUUU	NA	NA	NA	NA	NA	NA	7.935	15.417	26.401	NA	NA	NA	NA	40.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
HYPERREAL	NA	NA	NA	NA	NA	NA	9.501	16.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
EPICGAMER	NA	NA	NA	NA	NA	NA	11.898	NA	NA	NA	NA	NA	NA	NA	94.331	NA	NA	NA	NA	71.998	NA	NA	NA	NA	NA	NA	NA	NA	NA	1028.789	2
ROBO	NA	NA	NA	NA	NA	NA	14.542	19.406	21.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
JFUNX	NA	NA	NA	NA	NA	NA	15.722	20.298	22.107	26.404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
TIPSTERTRICKSTER	6.029	7.187	NA	NA	NA	NA	14.832	20.602	22.163	31.331	NA	NA	NA	NA	78.644	85.902	NA	NA	155.92	100.137	NA	NA	NA	336.746	NA	NA	538.632	NA	836.006	NA	1
V0ST0K	NA	NA	NA	NA	NA	NA	10.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
JAMI	7.579	NA	NA	NA	NA	NA	15.634	20.867	22.799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ARCHLONZ	NA	NA	NA	NA	NA	NA	15.007	NA	NA	NA	NA	291.865	NA	NA	NA	NA	NA	NA	NA	167.687	NA	NA	NA	NA	NA	NA	362.294	NA	NA	NA	1
JYY0616	NA	NA	NA	NA	NA	NA	12.719	19.227	24.262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
GOBOXINGRING2	NA	NA	NA	NA	NA	NA	12.904	15.497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
JUPITERIAN	6.059	7.11	8.291	NA	NA	NA	20.718	28.04	31.846	NA	NA	NA	NA	32.058	94.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	854.281	0
OWCZAR	5.996	7.807	NA	NA	NA	NA	26.113	29.999	33.725	NA	NA	NA	NA	NA	153.628	NA	NA	NA	NA	216.952	NA	NA	NA	385.068	NA	NA	NA	NA	NA	NA	0
JIHADCUBING	26.386	NA	NA	NA	NA	NA	24.899	29.331	34.709	NA	NA	NA	NA	NA	139.98	NA	NA	NA	NA	273.048	NA	NA	NA	444.943	NA	NA	NA	NA	NA	NA	0
XEDOX	6.244	6.539	9.876	NA	NA	NA	15.711	23.138	26.041	NA	NA	NA	NA	NA	67.209	NA	NA	NA	NA	147.063	NA	NA	NA	281.119	NA	NA	NA	NA	NA	792.461	0
BERKMANN18	5.85	7.317	8.046	8.519	NA	NA	19.799	24.342	26.181	31.854	32.348	NA	NA	32.791	74.876	91.142	NA	NA	NA	141.804	155.407	NA	NA	279.007	NA	NA	NA	NA	NA	NA	0
HARRY2000S	NA	NA	NA	NA	NA	NA	25.217	34.204	38.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
SAM596	25.645	NA	NA	NA	NA	NA	42.628	60.491	73.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
POSAIDON0802	NA	NA	NA	NA	NA	NA	19.896	24.137	28.794	NA	NA	NA	NA	NA	103.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
TEMP	NA	NA	NA	NA	NA	NA	85.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	241.677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
WUMANQIU	5.682	7.777	9.076	9.477	NA	NA	16.791	27.284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
MOMODEM	6.284	7.75	NA	NA	NA	NA	21.49	24.808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
CYCLOPS	NA	NA	NA	NA	NA	NA	23.158	34.095	37.275	NA	NA	NA	NA	NA	66.968	106.74	NA	NA	NA	161.001	NA	NA	NA	NA	NA	NA	537.365	NA	NA	917.294	0
JULINHO56	NA	NA	NA	NA	NA	NA	13.271	22.647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
BESTMOVE68	NA	NA	NA	NA	NA	NA	21.385	26.01	28.58	NA	NA	NA	NA	75.983	121.008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
TEEBOO	9.585	NA	NA	NA	NA	NA	22.281	46.268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
MRTUX987	NA	NA	NA	NA	NA	NA	14.657	23.28	24.801	NA	NA	NA	NA	NA	114.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ALAKES	NA	NA	NA	NA	NA	NA	27.375	NA	NA	NA	NA	NA	NA	NA	89.084	NA	NA	NA	NA	NA	NA	NA	NA	208.746	274.11	NA	NA	NA	NA	NA	0
ASHLEE	NA	NA	NA	NA	NA	NA	18.768	24.405	28.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
DYLCHILL616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
SPACEDOGE	NA	NA	NA	NA	NA	NA	20.376	32.922	33.76	NA	NA	NA	NA	NA	130.744	NA	NA	NA	NA	320.655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
